[*] Generating 8-bit Prime-Harmonic Manifold...
[*] Initial Manifold Size: 267
[*] Pruning 11 values...
[*] Final Manifold Size: 256
[*] Launching 0.1B ANTIGRAVITY (Phase 53)...
[*] Resuming...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
[*] Keys Adjusted: 0 missing, 0 unexpected.
[*] Clearing Initialization Memory...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
Token indices sequence length is longer than the specified maximum sequence length for this model (1055 > 1024). Running this sequence through the model will result in indexing errors
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1593 | Tension: 0.999263
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1126 | Tension: 1.000034
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 743 | Tension: 0.999841
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1158 | Tension: 1.001096
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1834 | Tension: 1.000387
[!] AVALANCHE in head | Flips: 8178 | Tension: 0.996542
Step 64 | Loss: 5.5306 | TPS: 5472.14 | Flips: 0.0347% | P-Scale: 0.9996 | Anneal: 0.82 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1625 | Tension: 0.999327
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1444 | Tension: 0.998815
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 726 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 684 | Tension: 0.999407
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 702 | Tension: 0.999895
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 675 | Tension: 0.999525
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1004 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1021 | Tension: 0.999352
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 874 | Tension: 0.999904
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 709 | Tension: 0.999546
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 924 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 634 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 843 | Tension: 0.999763
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 717 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 968 | Tension: 0.999769
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 719 | Tension: 0.999536
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 965 | Tension: 0.999820
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 738 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1077 | Tension: 0.999676
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 725 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2019 | Tension: 1.000264
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2110 | Tension: 0.999655
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1221 | Tension: 1.000035
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 835 | Tension: 0.999842
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1119 | Tension: 1.001100
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1766 | Tension: 1.000390
[!] AVALANCHE in head | Flips: 9946 | Tension: 0.996542
Step 65 | Loss: 5.2357 | TPS: 5461.45 | Flips: 0.0368% | P-Scale: 0.9996 | Anneal: 0.82 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1647 | Tension: 0.999327
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1508 | Tension: 0.998812
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 736 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 607 | Tension: 0.999406
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 677 | Tension: 0.999895
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 695 | Tension: 0.999525
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 984 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 984 | Tension: 0.999351
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 837 | Tension: 0.999904
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 624 | Tension: 0.999545
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 907 | Tension: 0.999844
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 673 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 810 | Tension: 0.999763
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 641 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 933 | Tension: 0.999768
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 666 | Tension: 0.999535
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1042 | Tension: 0.999820
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 825 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1129 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 687 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2117 | Tension: 1.000266
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2107 | Tension: 0.999656
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1188 | Tension: 1.000036
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 801 | Tension: 0.999844
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1173 | Tension: 1.001102
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1897 | Tension: 1.000392
[!] AVALANCHE in head | Flips: 9919 | Tension: 0.996541
Step 66 | Loss: 5.0749 | TPS: 5474.81 | Flips: 0.0368% | P-Scale: 0.9996 | Anneal: 0.83 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1613 | Tension: 0.999328
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1437 | Tension: 0.998809
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 690 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 674 | Tension: 0.999404
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 780 | Tension: 0.999895
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 644 | Tension: 0.999524
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 961 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 964 | Tension: 0.999350
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 861 | Tension: 0.999905
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 666 | Tension: 0.999544
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 848 | Tension: 0.999843
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 684 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 790 | Tension: 0.999763
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 641 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 987 | Tension: 0.999768
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 701 | Tension: 0.999535
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1024 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 752 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1049 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 796 | Tension: 0.999611
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2115 | Tension: 1.000268
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2185 | Tension: 0.999657
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1225 | Tension: 1.000037
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 870 | Tension: 0.999844
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1178 | Tension: 1.001105
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1836 | Tension: 1.000393
[!] AVALANCHE in head | Flips: 9025 | Tension: 0.996541
Step 67 | Loss: 5.0520 | TPS: 5437.89 | Flips: 0.0360% | P-Scale: 0.9996 | Anneal: 0.83 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1635 | Tension: 0.999329
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1419 | Tension: 0.998806
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 725 | Tension: 0.999878
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 651 | Tension: 0.999403
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 709 | Tension: 0.999896
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 673 | Tension: 0.999524
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1048 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 983 | Tension: 0.999350
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 855 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 704 | Tension: 0.999543
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 934 | Tension: 0.999843
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 605 | Tension: 0.999523
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 860 | Tension: 0.999763
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 639 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 949 | Tension: 0.999768
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 650 | Tension: 0.999535
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1047 | Tension: 0.999820
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 799 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1068 | Tension: 0.999678
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 793 | Tension: 0.999611
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 1967 | Tension: 1.000270
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2119 | Tension: 0.999658
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1219 | Tension: 1.000039
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 756 | Tension: 0.999845
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1179 | Tension: 1.001107
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1829 | Tension: 1.000395
[!] AVALANCHE in head | Flips: 9980 | Tension: 0.996540
Step 68 | Loss: 5.5775 | TPS: 5442.94 | Flips: 0.0368% | P-Scale: 0.9996 | Anneal: 0.84 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1623 | Tension: 0.999330
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1481 | Tension: 0.998803
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 717 | Tension: 0.999878
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 644 | Tension: 0.999402
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 735 | Tension: 0.999897
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 630 | Tension: 0.999523
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1027 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 958 | Tension: 0.999350
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 845 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 691 | Tension: 0.999543
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 865 | Tension: 0.999842
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 648 | Tension: 0.999523
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 858 | Tension: 0.999764
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 636 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 931 | Tension: 0.999768
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 708 | Tension: 0.999535
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1074 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 795 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1073 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 793 | Tension: 0.999611
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 1995 | Tension: 1.000273
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2135 | Tension: 0.999660
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1248 | Tension: 1.000041
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 830 | Tension: 0.999846
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1262 | Tension: 1.001109
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1950 | Tension: 1.000396
[!] AVALANCHE in head | Flips: 9426 | Tension: 0.996540
Step 69 | Loss: 4.8275 | TPS: 5479.37 | Flips: 0.0366% | P-Scale: 0.9996 | Anneal: 0.84 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1580 | Tension: 0.999330
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1512 | Tension: 0.998800
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 690 | Tension: 0.999878
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 632 | Tension: 0.999401
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 686 | Tension: 0.999898
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 658 | Tension: 0.999523
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1003 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 889 | Tension: 0.999350
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 885 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 701 | Tension: 0.999543
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 881 | Tension: 0.999842
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 592 | Tension: 0.999523
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 826 | Tension: 0.999763
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 667 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 930 | Tension: 0.999769
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 667 | Tension: 0.999534
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1060 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 754 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1028 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 727 | Tension: 0.999611
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2031 | Tension: 1.000276
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2185 | Tension: 0.999662
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1242 | Tension: 1.000042
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 846 | Tension: 0.999847
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1261 | Tension: 1.001111
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1914 | Tension: 1.000397
[!] AVALANCHE in head | Flips: 10000 | Tension: 0.996540
Step 70 | Loss: 5.2253 | TPS: 5383.21 | Flips: 0.0369% | P-Scale: 0.9996 | Anneal: 0.85 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1570 | Tension: 0.999331
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1379 | Tension: 0.998797
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 688 | Tension: 0.999877
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 661 | Tension: 0.999401
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 711 | Tension: 0.999899
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 673 | Tension: 0.999523
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 973 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 902 | Tension: 0.999350
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 856 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 674 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 957 | Tension: 0.999842
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 726 | Tension: 0.999523
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 798 | Tension: 0.999763
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 644 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1002 | Tension: 0.999769
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 668 | Tension: 0.999534
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1008 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 712 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 981 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 667 | Tension: 0.999612
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2095 | Tension: 1.000279
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2162 | Tension: 0.999665
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1180 | Tension: 1.000045
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 758 | Tension: 0.999848
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1207 | Tension: 1.001113
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1898 | Tension: 1.000399
[!] AVALANCHE in head | Flips: 10487 | Tension: 0.996539
Step 71 | Loss: 5.3191 | TPS: 5477.87 | Flips: 0.0371% | P-Scale: 0.9996 | Anneal: 0.85 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1528 | Tension: 0.999332
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1378 | Tension: 0.998794
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 692 | Tension: 0.999877
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 658 | Tension: 0.999400
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 716 | Tension: 0.999899
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 739 | Tension: 0.999523
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1018 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 986 | Tension: 0.999350
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 911 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 716 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 881 | Tension: 0.999842
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 639 | Tension: 0.999523
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 870 | Tension: 0.999763
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 628 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 951 | Tension: 0.999769
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 679 | Tension: 0.999534
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1045 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 790 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1097 | Tension: 0.999676
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 782 | Tension: 0.999612
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2049 | Tension: 1.000282
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2162 | Tension: 0.999667
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1240 | Tension: 1.000047
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 782 | Tension: 0.999850
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1317 | Tension: 1.001115
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1851 | Tension: 1.000400
[!] AVALANCHE in head | Flips: 10034 | Tension: 0.996539
Step 72 | Loss: 4.9850 | TPS: 5464.12 | Flips: 0.0372% | P-Scale: 0.9996 | Anneal: 0.86 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1649 | Tension: 0.999332
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1405 | Tension: 0.998790
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 695 | Tension: 0.999878
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 646 | Tension: 0.999400
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 763 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 684 | Tension: 0.999523
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 981 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1038 | Tension: 0.999350
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 853 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 689 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 950 | Tension: 0.999841
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 665 | Tension: 0.999522
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 906 | Tension: 0.999762
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 669 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 941 | Tension: 0.999770
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 692 | Tension: 0.999533
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1120 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 880 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1127 | Tension: 0.999676
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 754 | Tension: 0.999612
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2061 | Tension: 1.000285
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2155 | Tension: 0.999668
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1174 | Tension: 1.000049
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 767 | Tension: 0.999851
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1230 | Tension: 1.001117
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1829 | Tension: 1.000403
[!] AVALANCHE in head | Flips: 10393 | Tension: 0.996539
Step 73 | Loss: 5.3767 | TPS: 5480.87 | Flips: 0.0377% | P-Scale: 0.9996 | Anneal: 0.86 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1641 | Tension: 0.999333
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1420 | Tension: 0.998787
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 719 | Tension: 0.999878
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 643 | Tension: 0.999399
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 740 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 611 | Tension: 0.999522
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1006 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 936 | Tension: 0.999349
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 913 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 669 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 917 | Tension: 0.999841
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 652 | Tension: 0.999522
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 867 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 660 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 986 | Tension: 0.999770
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 693 | Tension: 0.999532
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1042 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 782 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1014 | Tension: 0.999676
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 743 | Tension: 0.999613
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2079 | Tension: 1.000287
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2216 | Tension: 0.999670
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1124 | Tension: 1.000050
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 658 | Tension: 0.999853
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1164 | Tension: 1.001119
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1811 | Tension: 1.000405
[!] AVALANCHE in head | Flips: 10612 | Tension: 0.996538
Step 74 | Loss: 5.3299 | TPS: 5443.68 | Flips: 0.0373% | P-Scale: 0.9996 | Anneal: 0.87 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1654 | Tension: 0.999333
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1425 | Tension: 0.998783
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 683 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 590 | Tension: 0.999398
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 758 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 700 | Tension: 0.999521
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 965 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 940 | Tension: 0.999349
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 842 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 728 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 888 | Tension: 0.999840
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 678 | Tension: 0.999521
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 840 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 676 | Tension: 0.999584
